OBJECT_NAME,NORAD_CAT_ID,MEAN_MOTION,ECCENTRICITY,INCLINATION,TLE_LINE1,TLE_LINE2
DEMO-DEBRIS-60014,60014,15.06,0.0001,53.05,1 60014U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60014  53.0500 093.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60015,60015,15.06,0.0001,53.05,1 60015U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60015  53.0500 093.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60015,60015,15.06,0.0001,53.05,1 60015U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60015  53.0500 100.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60016,60016,15.06,0.0001,53.05,1 60016U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60016  53.0500 100.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60016,60016,15.06,0.0001,53.05,1 60016U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60016  53.0500 108.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60017,60017,15.06,0.0001,53.05,1 60017U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60017  53.0500 108.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60017,60017,15.06,0.0001,53.05,1 60017U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60017  53.0500 115.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60018,60018,15.06,0.0001,53.05,1 60018U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60018  53.0500 115.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60018,60018,15.06,0.0001,53.05,1 60018U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60018  53.0500 122.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60019,60019,15.06,0.0001,53.05,1 60019U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60019  53.0500 122.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60019,60019,15.06,0.0001,53.05,1 60019U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60019  53.0500 129.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60020,60020,15.06,0.0001,53.05,1 60020U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60020  53.0500 129.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60020,60020,15.06,0.0001,53.05,1 60020U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60020  53.0500 136.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60021,60021,15.06,0.0001,53.05,1 60021U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60021  53.0500 136.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60021,60021,15.06,0.0001,53.05,1 60021U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60021  53.0500 144.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60022,60022,15.06,0.0001,53.05,1 60022U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60022  53.0500 144.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60022,60022,15.06,0.0001,53.05,1 60022U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60022  53.0500 151.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60023,60023,15.06,0.0001,53.05,1 60023U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60023  53.0500 151.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60023,60023,15.06,0.0001,53.05,1 60023U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60023  53.0500 158.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60024,60024,15.06,0.0001,53.05,1 60024U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60024  53.0500 158.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60024,60024,15.06,0.0001,53.05,1 60024U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60024  53.0500 165.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60025,60025,15.06,0.0001,53.05,1 60025U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60025  53.0500 165.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60025,60025,15.06,0.0001,53.05,1 60025U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60025  53.0500 172.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60026,60026,15.06,0.0001,53.05,1 60026U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60026  53.0500 172.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60026,60026,15.06,0.0001,53.05,1 60026U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60026  53.0500 180.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60027,60027,15.06,0.0001,53.05,1 60027U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60027  53.0500 180.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60027,60027,15.06,0.0001,53.05,1 60027U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60027  53.0500 187.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60028,60028,15.06,0.0001,53.05,1 60028U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60028  53.0500 187.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60028,60028,15.06,0.0001,53.05,1 60028U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60028  53.0500 194.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60029,60029,15.06,0.0001,53.05,1 60029U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60029  53.0500 194.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60029,60029,15.06,0.0001,53.05,1 60029U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60029  53.0500 201.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60030,60030,15.06,0.0001,53.05,1 60030U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60030  53.0500 201.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60030,60030,15.06,0.0001,53.05,1 60030U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60030  53.0500 208.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60031,60031,15.06,0.0001,53.05,1 60031U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60031  53.0500 208.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60031,60031,15.06,0.0001,53.05,1 60031U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60031  53.0500 216.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60032,60032,15.06,0.0001,53.05,1 60032U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60032  53.0500 216.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60032,60032,15.06,0.0001,53.05,1 60032U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60032  53.0500 223.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60033,60033,15.06,0.0001,53.05,1 60033U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60033  53.0500 223.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60033,60033,15.06,0.0001,53.05,1 60033U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60033  53.0500 230.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60034,60034,15.06,0.0001,53.05,1 60034U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60034  53.0500 230.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60034,60034,15.06,0.0001,53.05,1 60034U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60034  53.0500 237.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60035,60035,15.06,0.0001,53.05,1 60035U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60035  53.0500 237.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60035,60035,15.06,0.0001,53.05,1 60035U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60035  53.0500 244.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60036,60036,15.06,0.0001,53.05,1 60036U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60036  53.0500 244.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60036,60036,15.06,0.0001,53.05,1 60036U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60036  53.0500 252.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60037,60037,15.06,0.0001,53.05,1 60037U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60037  53.0500 252.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60037,60037,15.06,0.0001,53.05,1 60037U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60037  53.0500 259.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60038,60038,15.06,0.0001,53.05,1 60038U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60038  53.0500 259.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60038,60038,15.06,0.0001,53.05,1 60038U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60038  53.0500 266.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60039,60039,15.06,0.0001,53.05,1 60039U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60039  53.0500 266.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60039,60039,15.06,0.0001,53.05,1 60039U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60039  53.0500 273.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60040,60040,15.06,0.0001,53.05,1 60040U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60040  53.0500 273.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60040,60040,15.06,0.0001,53.05,1 60040U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60040  53.0500 280.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60041,60041,15.06,0.0001,53.05,1 60041U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60041  53.0500 280.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60041,60041,15.06,0.0001,53.05,1 60041U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60041  53.0500 288.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60042,60042,15.06,0.0001,53.05,1 60042U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60042  53.0500 288.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60042,60042,15.06,0.0001,53.05,1 60042U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60042  53.0500 295.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60043,60043,15.06,0.0001,53.05,1 60043U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60043  53.0500 295.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60043,60043,15.06,0.0001,53.05,1 60043U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60043  53.0500 302.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60044,60044,15.06,0.0001,53.05,1 60044U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60044  53.0500 302.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60044,60044,15.06,0.0001,53.05,1 60044U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60044  53.0500 309.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60045,60045,15.06,0.0001,53.05,1 60045U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60045  53.0500 309.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60045,60045,15.06,0.0001,53.05,1 60045U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60045  53.0500 316.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60046,60046,15.06,0.0001,53.05,1 60046U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60046  53.0500 316.8000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60046,60046,15.06,0.0001,53.05,1 60046U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60046  53.0500 324.0000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60047,60047,15.06,0.0001,53.05,1 60047U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60047  53.0500 324.0000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60047,60047,15.06,0.0001,53.05,1 60047U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60047  53.0500 331.2000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60048,60048,15.06,0.0001,53.05,1 60048U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60048  53.0500 331.2000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60048,60048,15.06,0.0001,53.05,1 60048U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60048  53.0500 338.4000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60049,60049,15.06,0.0001,53.05,1 60049U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60049  53.0500 338.4000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60049,60049,15.06,0.0001,53.05,1 60049U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60049  53.0500 345.6000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60050,60050,15.06,0.0001,53.05,1 60050U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60050  53.0500 345.6000 0001000  90.0000 270.0100 15.0600000012345
DEMO-DEBRIS-60050,60050,15.06,0.0001,53.05,1 60050U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60050  53.0500 352.8000 0001000  90.0000 270.0050 15.0600000012345
DEMO-DEBRIS-60051,60051,15.06,0.0001,53.05,1 60051U 20001B   26042.40000000  .00010000  00000+0  10000-3 0  9990,2 60051  53.0500 352.8000 0001000  90.0000 270.0100 15.0600000012345
